bom_id,vin
BOM-IBS-MUN-01,WBA00000000000147
BOM-IBS-MUN-01,WBA00000000000149
BOM-IBS-MUN-01,WBA00000000000179
BOM-IBS-MUN-01,WBA00000000000226
BOM-IBS-MUN-01,WBA00000000000228
BOM-IBS-MUN-01,WBA00000000000247
BOM-IBS-MUN-01,WBA00000000000249
BOM-IBS-MUN-01,WBA00000000000263
BOM-IBS-MUN-01,WBA00000000000278
BOM-IBS-MUN-01,WBA00000000000281
BOM-IBS-REG-01,WBA00000000000001
BOM-IBS-REG-01,WBA00000000000014
BOM-IBS-REG-01,WBA00000000000015
BOM-IBS-REG-01,WBA00000000000017
BOM-IBS-REG-01,WBA00000000000022
BOM-IBS-REG-01,WBA00000000000026
BOM-IBS-REG-01,WBA00000000000027
BOM-IBS-REG-01,WBA00000000000050
BOM-IBS-REG-01,WBA00000000000051
BOM-IBS-REG-01,WBA00000000000061
BOM-IBS-REG-01,WBA00000000000068
BOM-IBS-REG-01,WBA00000000000076
BOM-IBS-REG-01,WBA00000000000077
BOM-IBS-REG-01,WBA00000000000091
BOM-IBS-REG-01,WBA00000000000092
BOM-IBS-REG-01,WBA00000000000099
BOM-IBS-REG-01,WBA00000000000105
BOM-IBS-REG-01,WBA00000000000107
BOM-IBS-REG-01,WBA00000000000114
BOM-IBS-REG-01,WBA00000000000120
BOM-IBS-REG-01,WBA00000000000121
BOM-IBS-REG-01,WBA00000000000122
BOM-IBS-REG-01,WBA00000000000129
BOM-IBS-REG-01,WBA00000000000131
BOM-IBS-REG-01,WBA00000000000132
BOM-IBS-REG-01,WBA00000000000133
BOM-IBS-REG-01,WBA00000000000134
BOM-IBS-REG-01,WBA00000000000146
BOM-IBS-REG-01,WBA00000000000148
BOM-IBS-REG-01,WBA00000000000180
BOM-IBS-REG-01,WBA00000000000183
BOM-IBS-REG-01,WBA00000000000190
BOM-IBS-REG-01,WBA00000000000194
BOM-IBS-REG-01,WBA00000000000202
BOM-IBS-REG-01,WBA00000000000208
BOM-IBS-REG-01,WBA00000000000212
BOM-IBS-REG-01,WBA00000000000218
BOM-IBS-REG-01,WBA00000000000219
BOM-IBS-REG-01,WBA00000000000220
BOM-IBS-REG-01,WBA00000000000240
BOM-IBS-REG-01,WBA00000000000243
BOM-IBS-REG-01,WBA00000000000244
BOM-IBS-REG-01,WBA00000000000251
BOM-IBS-REG-01,WBA00000000000256
BOM-IBS-REG-01,WBA00000000000264
BOM-IBS-REG-01,WBA00000000000265
BOM-IBS-REG-01,WBA00000000000267
BOM-IBS-REG-01,WBA00000000000277
BOM-IBS-REG-01,WBA00000000000289
BOM-IBS-REG-01,WBAEXT00008
BOM-IBS-WIRE-01,WBA00000000000001
BOM-IBS-WIRE-01,WBA00000000000014
BOM-IBS-WIRE-01,WBA00000000000015
BOM-IBS-WIRE-01,WBA00000000000017
BOM-IBS-WIRE-01,WBA00000000000022
BOM-IBS-WIRE-01,WBA00000000000026
BOM-IBS-WIRE-01,WBA00000000000027
BOM-IBS-WIRE-01,WBA00000000000029
BOM-IBS-WIRE-01,WBA00000000000050
BOM-IBS-WIRE-01,WBA00000000000051
BOM-IBS-WIRE-01,WBA00000000000061
BOM-IBS-WIRE-01,WBA00000000000064
BOM-IBS-WIRE-01,WBA00000000000068
BOM-IBS-WIRE-01,WBA00000000000076
BOM-IBS-WIRE-01,WBA00000000000077
BOM-IBS-WIRE-01,WBA00000000000086
BOM-IBS-WIRE-01,WBA00000000000091
BOM-IBS-WIRE-01,WBA00000000000092
BOM-IBS-WIRE-01,WBA00000000000099
BOM-IBS-WIRE-01,WBA00000000000100
BOM-IBS-WIRE-01,WBA00000000000105
BOM-IBS-WIRE-01,WBA00000000000107
BOM-IBS-WIRE-01,WBA00000000000112
BOM-IBS-WIRE-01,WBA00000000000114
BOM-IBS-WIRE-01,WBA00000000000120
BOM-IBS-WIRE-01,WBA00000000000121
BOM-IBS-WIRE-01,WBA00000000000122
BOM-IBS-WIRE-01,WBA00000000000126
BOM-IBS-WIRE-01,WBA00000000000129
BOM-IBS-WIRE-01,WBA00000000000131
BOM-IBS-WIRE-01,WBA00000000000132
BOM-IBS-WIRE-01,WBA00000000000133
BOM-IBS-WIRE-01,WBA00000000000134
BOM-IBS-WIRE-01,WBA00000000000141
BOM-IBS-WIRE-01,WBA00000000000146
BOM-IBS-WIRE-01,WBA00000000000147
BOM-IBS-WIRE-01,WBA00000000000148
BOM-IBS-WIRE-01,WBA00000000000149
BOM-IBS-WIRE-01,WBA00000000000179
BOM-IBS-WIRE-01,WBA00000000000180
BOM-IBS-WIRE-01,WBA00000000000183
BOM-IBS-WIRE-01,WBA00000000000190
BOM-IBS-WIRE-01,WBA00000000000194
BOM-IBS-WIRE-01,WBA00000000000202
BOM-IBS-WIRE-01,WBA00000000000208
BOM-IBS-WIRE-01,WBA00000000000212
BOM-IBS-WIRE-01,WBA00000000000218
BOM-IBS-WIRE-01,WBA00000000000219
BOM-IBS-WIRE-01,WBA00000000000220
BOM-IBS-WIRE-01,WBA00000000000226
BOM-IBS-WIRE-01,WBA00000000000228
BOM-IBS-WIRE-01,WBA00000000000240
BOM-IBS-WIRE-01,WBA00000000000243
BOM-IBS-WIRE-01,WBA00000000000244
BOM-IBS-WIRE-01,WBA00000000000247
BOM-IBS-WIRE-01,WBA00000000000249
BOM-IBS-WIRE-01,WBA00000000000251
BOM-IBS-WIRE-01,WBA00000000000256
BOM-IBS-WIRE-01,WBA00000000000263
BOM-IBS-WIRE-01,WBA00000000000264
BOM-IBS-WIRE-01,WBA00000000000265
BOM-IBS-WIRE-01,WBA00000000000267
BOM-IBS-WIRE-01,WBA00000000000277
BOM-IBS-WIRE-01,WBA00000000000278
BOM-IBS-WIRE-01,WBA00000000000281
BOM-IBS-WIRE-01,WBA00000000000289
BOM-IBS-WIRE-01,WBAEXT00008
BOM-STR-MOT-01,WBA00000000000001
BOM-STR-MOT-01,WBA00000000000014
BOM-STR-MOT-01,WBA00000000000015
BOM-STR-MOT-01,WBA00000000000017
BOM-STR-MOT-01,WBA00000000000022
BOM-STR-MOT-01,WBA00000000000026
BOM-STR-MOT-01,WBA00000000000027
BOM-STR-MOT-01,WBA00000000000050
BOM-STR-MOT-01,WBA00000000000051
BOM-STR-MOT-01,WBA00000000000061
BOM-STR-MOT-01,WBA00000000000068
BOM-STR-MOT-01,WBA00000000000076
BOM-STR-MOT-01,WBA00000000000077
BOM-STR-MOT-01,WBA00000000000091
BOM-STR-MOT-01,WBA00000000000092
BOM-STR-MOT-01,WBA00000000000099
BOM-STR-MOT-01,WBA00000000000105
BOM-STR-MOT-01,WBA00000000000107
BOM-STR-MOT-01,WBA00000000000114
BOM-STR-MOT-01,WBA00000000000120
BOM-STR-MOT-01,WBA00000000000121
BOM-STR-MOT-01,WBA00000000000122
BOM-STR-MOT-01,WBA00000000000129
BOM-STR-MOT-01,WBA00000000000131
BOM-STR-MOT-01,WBA00000000000132
BOM-STR-MOT-01,WBA00000000000133
BOM-STR-MOT-01,WBA00000000000134
BOM-STR-MOT-01,WBA00000000000146
BOM-STR-MOT-01,WBA00000000000148
BOM-STR-MOT-01,WBA00000000000178
BOM-STR-MOT-01,WBA00000000000180
BOM-STR-MOT-01,WBA00000000000183
BOM-STR-MOT-01,WBA00000000000190
BOM-STR-MOT-01,WBA00000000000194
BOM-STR-MOT-01,WBA00000000000202
BOM-STR-MOT-01,WBA00000000000208
BOM-STR-MOT-01,WBA00000000000212
BOM-STR-MOT-01,WBA00000000000213
BOM-STR-MOT-01,WBA00000000000218
BOM-STR-MOT-01,WBA00000000000219
BOM-STR-MOT-01,WBA00000000000220
BOM-STR-MOT-01,WBA00000000000240
BOM-STR-MOT-01,WBA00000000000243
BOM-STR-MOT-01,WBA00000000000244
BOM-STR-MOT-01,WBA00000000000251
BOM-STR-MOT-01,WBA00000000000256
BOM-STR-MOT-01,WBA00000000000264
BOM-STR-MOT-01,WBA00000000000265
BOM-STR-MOT-01,WBA00000000000267
BOM-STR-MOT-01,WBA00000000000277
BOM-STR-MOT-01,WBA00000000000289
BOM-STR-MOT-01,WBAEXT00003
BOM-STR-MOT-01,WBAEXT00008
BOM-ZF-AT8-01,WBA00000000000002
BOM-ZF-AT8-01,WBA00000000000003
BOM-ZF-AT8-01,WBA00000000000007
BOM-ZF-AT8-01,WBA00000000000008
BOM-ZF-AT8-01,WBA00000000000014
BOM-ZF-AT8-01,WBA00000000000017
BOM-ZF-AT8-01,WBA00000000000019
BOM-ZF-AT8-01,WBA00000000000021
BOM-ZF-AT8-01,WBA00000000000023
BOM-ZF-AT8-01,WBA00000000000024
BOM-ZF-AT8-01,WBA00000000000026
BOM-ZF-AT8-01,WBA00000000000029
BOM-ZF-AT8-01,WBA00000000000030
BOM-ZF-AT8-01,WBA00000000000035
BOM-ZF-AT8-01,WBA00000000000036
BOM-ZF-AT8-01,WBA00000000000048
BOM-ZF-AT8-01,WBA00000000000050
BOM-ZF-AT8-01,WBA00000000000058
BOM-ZF-AT8-01,WBA00000000000060
BOM-ZF-AT8-01,WBA00000000000068
BOM-ZF-AT8-01,WBA00000000000070
BOM-ZF-AT8-01,WBA00000000000072
BOM-ZF-AT8-01,WBA00000000000073
BOM-ZF-AT8-01,WBA00000000000077
BOM-ZF-AT8-01,WBA00000000000078
BOM-ZF-AT8-01,WBA00000000000079
BOM-ZF-AT8-01,WBA00000000000081
BOM-ZF-AT8-01,WBA00000000000084
BOM-ZF-AT8-01,WBA00000000000087
BOM-ZF-AT8-01,WBA00000000000092
BOM-ZF-AT8-01,WBA00000000000094
BOM-ZF-AT8-01,WBA00000000000098
BOM-ZF-AT8-01,WBA00000000000099
BOM-ZF-AT8-01,WBA00000000000100
BOM-ZF-AT8-01,WBA00000000000101
BOM-ZF-AT8-01,WBA00000000000107
BOM-ZF-AT8-01,WBA00000000000108
BOM-ZF-AT8-01,WBA00000000000113
BOM-ZF-AT8-01,WBA00000000000115
BOM-ZF-AT8-01,WBA00000000000116
BOM-ZF-AT8-01,WBA00000000000117
BOM-ZF-AT8-01,WBA00000000000120
BOM-ZF-AT8-01,WBA00000000000126
BOM-ZF-AT8-01,WBA00000000000130
BOM-ZF-AT8-01,WBA00000000000131
BOM-ZF-AT8-01,WBA00000000000132
BOM-ZF-AT8-01,WBA00000000000134
BOM-ZF-AT8-01,WBA00000000000141
BOM-ZF-AT8-01,WBA00000000000143
BOM-ZF-AT8-01,WBA00000000000146
BOM-ZF-AT8-01,WBA00000000000148
BOM-ZF-AT8-01,WBA00000000000149
BOM-ZF-AT8-01,WBA00000000000153
BOM-ZF-AT8-01,WBA00000000000154
BOM-ZF-AT8-01,WBA00000000000157
BOM-ZF-AT8-01,WBA00000000000162
BOM-ZF-AT8-01,WBA00000000000164
BOM-ZF-AT8-01,WBA00000000000168
BOM-ZF-AT8-01,WBA00000000000175
BOM-ZF-AT8-01,WBA00000000000176
BOM-ZF-AT8-01,WBA00000000000177
BOM-ZF-AT8-01,WBA00000000000178
BOM-ZF-AT8-01,WBA00000000000179
BOM-ZF-AT8-01,WBA00000000000180
BOM-ZF-AT8-01,WBA00000000000183
BOM-ZF-AT8-01,WBA00000000000189
BOM-ZF-AT8-01,WBA00000000000190
BOM-ZF-AT8-01,WBA00000000000195
BOM-ZF-AT8-01,WBA00000000000200
BOM-ZF-AT8-01,WBA00000000000202
BOM-ZF-AT8-01,WBA00000000000211
BOM-ZF-AT8-01,WBA00000000000212
BOM-ZF-AT8-01,WBA00000000000213
BOM-ZF-AT8-01,WBA00000000000217
BOM-ZF-AT8-01,WBA00000000000218
BOM-ZF-AT8-01,WBA00000000000221
BOM-ZF-AT8-01,WBA00000000000223
BOM-ZF-AT8-01,WBA00000000000225
BOM-ZF-AT8-01,WBA00000000000226
BOM-ZF-AT8-01,WBA00000000000229
BOM-ZF-AT8-01,WBA00000000000230
BOM-ZF-AT8-01,WBA00000000000237
BOM-ZF-AT8-01,WBA00000000000238
BOM-ZF-AT8-01,WBA00000000000244
BOM-ZF-AT8-01,WBA00000000000257
BOM-ZF-AT8-01,WBA00000000000260
BOM-ZF-AT8-01,WBA00000000000262
BOM-ZF-AT8-01,WBA00000000000265
BOM-ZF-AT8-01,WBA00000000000274
BOM-ZF-AT8-01,WBA00000000000275
BOM-ZF-AT8-01,WBA00000000000276
BOM-ZF-AT8-01,WBA00000000000277
BOM-ZF-AT8-01,WBA00000000000278
BOM-ZF-AT8-01,WBA00000000000281
BOM-ZF-AT8-01,WBA00000000000284
BOM-ZF-AT8-01,WBA00000000000288
BOM-ZF-AT8-01,WBA00000000000289
BOM-ZF-AT8-01,WBA00000000000291
BOM-ZF-AT8-01,WBA00000000000292
BOM-ZF-AT8-01,WBA00000000000294
BOM-ZF-AT8-01,WBA00000000000296
BOM-ZF-AT8-01,WBA00000000000298
BOM-ZF-AT8-01,WBAEXT00001
